,Title,Price,Location,Bed
358,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
359,1 bedroom 1 bath apartment,1750, san jose north,"1
517ft2"
360,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
361,Remodeled Apartment. Quiet Complex. Outdoor Garden. Great Location!,1750, santa clara,"1
500ft2"
362,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
363,Private charming studio fully furnished by SJ country club,1750, san jose east,"1
200ft2"
364,1bath,1750, san jose downtown,1
365,1 bedroom apartment,1750, santa clara,"1
550ft2"
366,Cute apartment across from SJSU,1750, san jose downtown,1
367,"Coming Soon! 1bedroom, 1 bath in Santa Clara",1750, santa clara,"1
700ft2"
368,"Large,private studio apartment Gorgeous stand alone",1750, santa clara,1
369,Intel Google Apple Dogs Cats Welcome Central Air Studio Quiet bds,1760, santa clara,405ft2
370,Dogs Cats Many Long Term Residents Studio AC Single Story bds,1760, santa clara,405ft2
371,Appreciate Value? You'll Get a Deal Quiet Central AC Dogs Cats OK bds,1760, santa clara,405ft2
372,Great Santa Clara Location INTEL Google Pets OK Central Air Studio Quiet bds,1760, santa clara,405ft2
373,AMAZING Studio Dogs Cats Welcome Central Air Quiet End Unit bds,1760, santa clara,405ft2
374,Dogs Cats Welcome Convenient- Studio,1760, santa clara,405ft2
375,Dogs Cats OK Best Deal Single Story Central AC Near Intel Google bds,1760, santa clara,405ft2
376,"Studio, Dogs Cats Welcome Central Air Conditioning",1760, santa clara,405ft2
377,"Google, NASA Intel Dogs Cats Welcome Central Air Studio Quiet bds",1760, santa clara,405ft2
378,"Studio, Nice Dogs OK Central Air Conditioning",1760, santa clara,405ft2
379,Intel Google Apple Dogs Cats Welcome Central Air Studio Quiet bds,1760, santa clara,405ft2
380,"1 bedroom, 1 bath, near SJSU",1775, san jose downtown,1
381,Studio on a special deal! Do not miss!,1775, campbell,413ft2
382,"1BR, 1 BTH near SJSU",1775, san jose downtown,"1
600ft2"
383,Beautiful studio in Campbell near Pruneyard! special price on weekend!,1775, campbell,413ft2
384,1BR/1BA Apartment near downtown and Washington Park,1780, sunnyvale,"1
520ft2"
385,"Quiet & cosy independent ""In-Law""close to Santana Row",1785, san jose west,"1
660ft2"
386,A large one Bedroom in family house,1790, campbell,500ft2
387,1 bdrm/ 1 bath - convenient location !,1793, san jose west,1
388,**Now Hear This - You Will Love Us!*Specials *,1795, santa clara,420ft2
389,"!***Great Quite Location, Come and Relax***!",1795, santa clara,420ft2
390,"!***Great Quite Location, Come and Relax***!",1795, santa clara,420ft2
391,"1 Bed/1Bath Renovated, Great Location! Carport",1795, santa clara,1
392,Apartment for Rent near Valley Fair Shopping Center,1795, San Jose,"1
620ft2"
393,1795.00 Charmin Studio in Downtown blocks from SJSU Available Soon!,1795, san jose downtown,NA
394,Upstairs Apartment on Lincoln Ave.,1795, willow glen / cambrian,1
395,"Downstairs unit breakfast nook, kitchen, bath",1795, san jose downtown,"1
618ft2"
396,$800 off first months rent! Available Now!,1795, san jose west,"1
630ft2"
397,1 bed 1 bath short term lease TOUR 2/23 10am,1795, sunnyvale,1
398,Sunnyvale 1-Bedroom Apartment for Rent,1795, sunnyvale,700ft2
399,**Now Hear This - You Will Love Us!**SPECIAL**$1795.00**,1795, santa clara,420ft2
400,Apartment in Willow Glen,1795, willow glen / cambrian,1
401,Apartment in Willow Glen,1795, willow glen / cambrian,1
402,Beautiful Apartments Now Leasing! Section 8 Accepted - BRAND NEW!,1795, gilroy,"2
934ft2"
403,"Sm 1br private apartment, beautiful backyard, garden, humming birds",1795, saratoga,430ft2
404,Beautiful Upstairs Apartment Over Looking Pool! $800 off first month!,1795, san jose west,"1
600ft2"
405,Melody Apartments | Hardwood Flooring | Granite Counters | Carport,1795, santa clara,"1
600ft2"
406,"1 bed / 1 bath in Santa Clara, price just dropped!(Sutter 3)",1795, san jose downtown,"1
700ft2"
407,1 Bed 1 Bath short term lease available Sunnyvale,1795, sunnyvale,1
408,Compact living at it's best! Studio Ready Now,1795, campbell,413ft2
409,1BD/1BA in Willow Glen - Available Immediately,1795, willow glen / cambrian,"1
650ft2"
410,available soon - studio near North First,1796, san jose north,"1
650ft2"
411,Nice One Bed Room,1799, san jose west,"1
650ft2"
412,Just For You,1799, san jose west,"1
650ft2"
413,Clean and Comfy,1799, san jose west,"1
650ft2"
414,Just For You,1799, san jose west,"1
650ft2"
415,Charming Studio available near downtown Mountain View,1800, mountain view,450ft2
416,Studio coming soon!,1800, campbell,450ft2
417,SPACIOUS STUDIO IN GREAT LOCATION COMING SOON,1800, campbell,400ft2
418,One Bedroom in the family house,1800, campbell,"1
500ft2"
419,"1 Bedroom in Santa Clara.  High ceilings, Utilities included, near SCU",1800, santa clara,"1
550ft2"
420,1 Br 1 Bath Apartment in 4-plex building,1800, san jose downtown,"1
500ft2"
421,Updated Master and Hall Bathrooms.,1800, sunnyvale,4
422,"1BR Apt in Mansion for lease, 460 N 1st St Open House 2/26 3-6pm",1800, san jose downtown,"1
1050ft2"
423,"1 bedroom ; 1 bath, Move in Ready!",1800, san jose west,1
424,1 bedroom 1 bath in great location,1800, san jose west,1
425,"One Bedroom, One Bath Upstairs Unit",1800, san jose downtown,"1
600ft2"
426,Great upstairs one bedroom in Santa Clara! (Sutter 8),1800, santa clara,"1
545ft2"
427,Stand alone house for rent in the country.,1800, gilroy,"1
600ft2"
428,"UPSTAIRS 1 BDRM $1,800.00",1800, gilroy,"1
600ft2"
429,One Bedroom Studio,1800, campbell,1
430,One Bedroom Studio,1800, willow glen / cambrian,1
431,FIRST FLOOR 1 BD FOR TWO PEOPLE IN THE COUNTRY UTILITIES INCLUDED,1800, gilroy,1
432,1 BDRM UPSTAIRS,1800, gilroy,"1
600ft2"
433,"**Available Immediately** Large, Bright Unit with Garage",1800, san jose downtown,"1
700ft2"
434,Beautifully Furnished studio With Luxuries in San Jose,1800, san jose downtown,755ft2
435,"Detached Studio, Private Entrance, Yard, Washer/Dryer",1800, san jose downtown,260ft2
436,What a deal in Cupertino!,1800, cupertino,NA
437,å•ç‹¬é—¨æˆ· SSJ Studio for Rent,1800, san jose south,2
438,Beautiful newly remodeled 1-bedroom 1-bath apartment,1800, santa clara,"1
600ft2"
439,1 BD APARTMENT - GATED - SECURE - IN THE COUNTRY,1800, gilroy,1600ft2
440,Large Milpitas 1bed/1bath. Beautiful views,1800, milpitas,"1
800ft2"
441,In-law unit in NEW DEVELOPMENT minutes from Downtown San Jose,1800, san jose south,"1
300ft2"
442,Small Cottage in Los Altos Hills   --avail. April 1st,1800, Los Altos Hills,"1
575ft2"
443,Cute Studio Apartment in the Heart of Downtown! Tons of Amenities!~,1809, san jose downtown,400ft2
444,Studios now avaible for leasing,1809, san jose downtown,400ft2
445,OPEN HOUSE! Studio Apartment in  Downtown! Tons of Amenities!~,1809, san jose downtown,400ft2
446,OPEN HOUSE! In a Comfortable Studio with Balcony Available Today!,1809, san jose downtown,400ft2
447,OPEN HOUSE! In a Comfortable Studio with Balcony Available Today!,1809, san jose downtown,400ft2
448,OPEN HOUSE! Comfortable Studio with Balcony Available Today!,1809, san jose downtown,400ft2
449,OPEN HOUSE! Cute Studio Apartment.  Tons of Amenities!~,1809, san jose downtown,400ft2
450,"UPDATED 1 BED CLOSE TO UNIVERSITIES, THE ALAMEDA AND 880",1815, san jose downtown,"1
585ft2"
451,"Campbell Studio- 1 Bath, Last One Left! Don't Miss Out!!!",1822, Campbell,395ft2
452,"Campbell Studio- 1 Bath,  PET FRIENDLY PROPERTY!!!!!",1822, Campbell,385ft2
453,"Campbell Studio - 1 Bath, Resort-Style Pool, Covered Parking",1822,NA,395ft2
454,"Campbell Studio, No Prince Charming here, Only Charming Community!!",1822, Campbell,395ft2
455,"Studio- 1 Bath, Looking For The Right Place? You Just Did!!!",1822, Campbell,395ft2
456,"NAGLEE PARK Neighborhood! Hardwood Floors, Backyard access, storage",1825, san jose downtown,"1
475ft2"
457,$1825 / 1br - 680ft2 - 1 Bedroom GREAT LOCATION ACROSS FORM,1825, san jose downtown,"1
680ft2"
458,Cozy Jr One Bedroom Available Now ! ask About our Special !,1825, san jose south,"1
540ft2"
459,Stop By Today  for Our Great Special !,1825, san jose south,"1
540ft2"
460,Weekend Special you don't Want to Miss !,1825, san jose south,"1
540ft2"
461,Small 1 bedroom - 1 bathroom (CW),1825, san jose west,"1
625ft2"
462,Beautiful 1bedroom/1 Bath  Apartment Freshly  Remodeled,1825, san jose east,"1
650ft2"
463,Studio|Walk-In Closet|,1825, san jose south,432ft2
464,Studio|Walk-In Closet|,1825, san jose south,432ft2
465,Affordable Studios Now Leasing! Call To Schedule A Tour!,1834, san jose downtown,400ft2
466,Charming Junior One Bed! Call for Today's Special!,1845, san jose south,540ft2
467,"Studio available for rent, nice neighborhood.",1845, mountain view,525ft2
468,"Studio available for rent, nice neighborhood.",1845, mountain view,"1
540ft2"
469,Large 1 bed - 1 bath - perfect location (DC),1845, san jose south,"1
720ft2"
470,Charming Junior One Bedroom ! Tour Today !,1845, san jose south,"1
540ft2"
471,"Pool,Gym, Tennis Court, Volleyball court , Valley West has it all !",1845, san jose south,"1
540ft2"
472,"Looking for a best deal, lease today at Valley West!",1845, san jose south,"1
540ft2"
473,"Updated 1/1 Apartment, Granite Counters, Private Garage (L)",1845, campbell,1
474,"1 br Apt of Fourplex, ALL NEW! w/custom granite, tile, pergo floor.",1848, san jose west,"1
624ft2"
475,SPACIOUS 1BEDROOM NEAR WILLOW GLEN,1850, willow glen / cambrian,"1
650ft2"
476,"Free Water/Trash/Sewer! Enjoy SJSU, Downtown in renovated 1x1!",1850, san jose downtown,"1
750ft2"
477,"Elegant wood-style flooring, Bright studio apt, Fully-equipped kitchen",1850, santa clara,430ft2
478,Slashed price. $1850. Dishwasher. Top or ground floor.,1850, santa clara,"1
650ft2"
479,Duplex available now,1850, san jose south,600ft2
480,Upstairs Apartment in Downtown San Jose.  Accepting Section 8,1850, san jose downtown,1
481,COMMUTER'S DREAM or DATE NIGHT IN: You choose at 742 S. 9th St!,1850, san jose downtown,"1
750ft2"
482,"Bright Studio, Fully-equipped kitchen, Prime Santa Clara, Near Apple",1850, santa clara,"1
430ft2"
483,Downtown Willow Glen Studio W/ Wood Floors Walking To Downtown WG,1850, willow glen / cambrian,505ft2
484,Granite- Double Pane Windows- Secured Community- 1 Block From SJSU,1850, san jose downtown,1
485,Immediate Move -In One Month Free !,1850, san jose west,1
486,Luxury Studio W/Free utilities (pictures),1850, sunnyvale,440ft2
487,Immediate Move-in One Month Free!,1850, san jose west,1
488,Immediate Move-in One Month Free!,1850, san jose west,1
489,"Upstairs 1 bedroom, new paint, granite counter tops, bath",1850, sunnyvale,"1
598ft2"
490,Immediate Move -In One Month Free !,1850, san jose west,1
491,"Upstairs 1 bedroom, remodeled kitchen and bathroom",1850, campbell,"1
650ft2"
492,1Bedroom/1Bath Leasing For $1850!!,1850, gilroy,"1
635ft2"
493,Beautiful 1X1 At Cadena Apts!,1850, gilroy,"1
635ft2"
494,Pre-Leasing Spacious 1X1 Apt!!!,1850, gilroy,"1
635ft2"
495,Great 2 bedrooms and 1 bath in law unit in a nice neigborhood,1850, san jose east,"2
500ft2"
496,Immediate Move -In One Month Free !,1850, san jose west,1
497,Duplex close to schools and shopping,1850, hollister,2
498,Immediate Move -In One Month Free !,1850, san jose west,1
499,Immediate Move-in One Month Free!,1850, san jose west,1
500,One Bedroom Cabin Close to Silicon Valley,1850, Los Gatos,1
501,One Bedroom Cabin Close to Silicon Valley,1850, Bear Creek Exit,1
502,Immediate Move-in One Month Free!,1850, san jose west,1
503,"Open floor plan, Wood-style flooring, Large closets, Modern fixtures",1850, santa clara,"1
430ft2"
504,Immediate Move-in One Month Free!,1850, san jose west,1
505,"Detached with Private entrance Charming ,Spacious Cottage in Los Gatos",1850, willow glen / cambrian,675ft2
506,Garden-style Apartment; Desirable Location,1850, santa clara,1
507,Immediate Move-in One Month Free!,1850, san jose west,1
508,Immediate Move-in One Month Free!,1850, san jose west,1
509,Nice apartment on quiet street near San Tomas and Homestead.,1850, santa clara,"1
650ft2"
510,1950's Private Vintage Studio Cottage In Historic Downtown -,1850, santa clara,"1
542ft2"
511,**Now Hear This - You Will Love Us!  WITH PATIO $ 1850.00,1850, santa clara,420ft2
512,"Large one bedroom $1,850.00",1850, campbell,"1
800ft2"
513,Quiet Convenient Central Studio Duplex,1850, campbell,570ft2
514,"!***Great Quite Location, Come and Relax***!",1850, santa clara,420ft2
515,Immediate Move -In One Month Free !,1850, san jose west,1
516,Immediate Move -In One Month Free !,1850, san jose west,1
517,Downstairs 1/1 Updated Leigh Apartment,1850, san jose west,"1
650ft2"
518,Immediate Move -In One Month Free !,1850, san jose west,1
519,"Downstairs, 1 bedroom, New paint,",1850, san jose west,"1
600ft2"
520,Monte Verano ct San Jose CA 95116,1850, san jose east,"1
597ft2"
521,Spacious and Cozy 1bd/1bth in N Capitol,1850, san jose east,"1
777ft2"
522,Immediate Move -In One Month Free !,1850, san jose west,1
523,"Garden-style Landscaping, Studio w/ Modern kitchen, Wood-like flooring",1850, santa clara,"1
430ft2"
524,"Walking to downtown, One Block from SJSU !!!",1850, san jose downtown,1
525,Immediate Move -In One Month Free !,1850, san jose west,1
526,Immediate Move -In One Month Free !,1850, san jose west,1
527,"1 Bd/1 bath - REMODELED, GREAT LOCATION!",1850, san jose west,"1
625ft2"
528,Immediate Move-in One Month Free!,1850, san jose west,1
529,Large 1BD/1BA Downstairs Apt. in Sanata Clara,1850, santa clara,"1
550ft2"
530,Beautiful Spacious 1X1 At Cadena Apts!,1850, gilroy,"1
635ft2"
531,"Great Community, Pool, Stainless Steel Appliances! Call Us Today!!!",1850, gilroy,"1
635ft2"
532,Pre-Leasing Spacious 1X1 Apt!!!,1850, gilroy,"1
635ft2"
533,1Bedroom/1Bath Leasing For $1850!!,1850, gilroy,"1
635ft2"
534,Immediate Move-in One Month Free!,1850, san jose west,1
535,Available soon!!,1850, san jose west,1
536,Apartment in 4-plex over looking the Los Gatos Creek Trail,1850, willow glen / cambrian,1
537,Immediate Move-in One Month Free!,1850, san jose west,1
538,"Cozy studio with move in specials, in gated community!",1855, san jose west,405ft2
539,WE HAVE SPECIALS! CALL NOW! RENT NOW!,1855, san jose south,"1
669ft2"
540,SPECIALS ARE ALMOST GONE! RENT NOW!,1855, san jose south,"1
1ft2"
541,Junior 1 bedroom with creek and pool views. Move in specials,1859, willow glen / cambrian,458ft2
542,Large studio utilities included!,1859, san jose downtown,585ft2
543,Cozy Studio Apartment Available NOW! Utilities Included!!,1860, san jose west,405ft2
544,Cozy Studio Apartment! UTILITIES INCLUDED!!,1860, san jose west,405ft2
545,OPEN HOUSE 2/28-3/2/2019 COME CHECK OUT OUR MOVE-IN SPECIALS!!!,1861, san jose downtown,"1
650ft2"
546,We're One of a Kind! Call today and ask for a tour!,1862, santa clara,285ft2
547,EVERYTHING YOU NEED ALL RIGHT HERE!!! Meals and Housekeeping Included.,1862, santa clara,285ft2
548,"Location"" Location"" Beautiful End Unit Apt. with All the Upgrades",1875, san jose downtown,1
549,HUGE Studio (good for couples) in NEWER Gated-Community,1875, san jose downtown,1
550,Cozy Apartment Near Rose Garden,1875, san jose downtown,"1
600ft2"
551,"1/2 MONTH FREE RENT!! SHARP, SPACIOUS ONE BEDROOM AVAILABLE NOW!!",1875, willow glen / cambrian,1
552,Beautiful Rose Garden Community!,1875, san jose west,"1
600ft2"
553,Come Live With Us!,1875, san jose west,"1
600ft2"
554,Welcome Home!,1875, West San Jose,"1
600ft2"
555,"Walk to light rail, CalTrain and just minutes by car to Silicon Valley",1875, san jose downtown,"1
458ft2"
556,Currently Leasing Studio Homes with Upgrades & Balconies!,1884, san jose downtown,400ft2
557,1 bedroom 1 bathroom,1890, san jose downtown,"1
450ft2"
558,Spacious Dogs Cats OK Private Fenced YARD Pool Beautiful Trees PG&E Gas Inc ($36,1890, san jose west,467ft2
559,Spacious Dogs Cats OK Private Fenced YARD Pool Beautiful Trees PG&E Gas Inc ($36,1890, san jose west,467ft2
560,AMAZING Studio with YARD for your DOG PG&E Gas included! bhsy,1890, san jose west,467ft2
561,Private Fenced YARD PG&E Gas Paid ($36 value) Dogs Cats OK Pool bhsy,1890, san jose west,467ft2
562,Spacious Dogs Cats OK Private Fenced YARD Pool Beautiful Trees PG&E Gas Inc ($36,1890, san jose west,467ft2
563,Studio - Pets Welcome  PRIVATE YARD Great Location Convenient,1890, san jose west,467ft2
564,Spacious Dogs Cats OK Private Fenced YARD Pool Beautiful Trees PG&E Gas Inc ($36,1890, san jose west,467ft2
565,Lovely Studio Apartment | Desirable Location | Swimming Pool,1890, santa clara,400ft2
566,Dogs Cats Welcome Convenient Loc Studio with yard,1890, san jose west,467ft2
567,Private Fenced YARD Dogs Cats OK Pool Mature Landscaping PGE Gas Paid bhsy,1890, san jose west,467ft2
568,Your Pets Will Love It Here Studio Tall Trees,1890, san jose west,467ft2
569,Dogs Cats OK Great Location Large Private YARD PGE Gas Paid - $36 Value bhsy,1890, san jose west,467ft2
570,"**$500 Move In Bonus !** 1 bd 1 bt in Santa Clara! ""BT Properties""",1890, santa clara,1
571,"Welcoming, luxurious 1x1 apt available MARCH 2019 in SAN JOSE!",1895, san jose north,"1
520ft2"
572,1 Bed 1 Bath washer/dryer in unit TOUR 2/23 10am,1895, sunnyvale,1
573,Showing Saturdays and Sundays!  Great 2 Bd/1ba Near SJSU,1895, san jose downtown,2
574,Gorgeous & Pristine 1 Bedroom 1 Bath Condo in San Jose,1895, san jose east,"1
597ft2"
575,1 Bed 1 Bath Short term lease available Sunnyvale,1895, sunnyvale,1
576,Preferred and Spacious 1 Bedroom,1895, los gatos,"1
650ft2"
577,"MOUNTAIN VIEW - #7 - Spacious upstairs apartment, great location.",1895, mountain view,"1
600ft2"
578,1 Bed 1 Bath short term lease TOUR 2/23 10am,1895, sunnyvale,1
579,"!!!MOVE-IN BONUS $1,000 OFF!!! LARGE 702 SQ FT 1Bed/1Bath near SJS",1895, san jose downtown,"1
702ft2"
