,Title,Price,Location,Bed
365,***AVAIL 3/1! 1 Master Suite in a 3 BDRM / 3 BATH Townhouse Style Apt.,1230, dublin / pleasanton / livermore,"3
1674ft2"
366,Leasing Special - ONE MONTH FREE RENT!,1248, fairfield / vacaville,"1
525ft2"
367,Leasing Special - ONE MONTH FREE RENT!*,1248, fairfield / vacaville,"1
525ft2"
368,Quite Home,1250, los altos,1
369,Beautiful Studio Available NOW! New Year's Special!!,1250, oakland east,NA
370,"Furnished, contemporary New Home! Park view",1250, san jose north,"1
1850ft2"
371,SUBLEASE....,1250, san jose downtown,1
372,Accommodation for Professionals - Cupertino - Apple/DeAnza/Highways,1250, cupertino,"1
400ft2"
373,Montgomery village garden studio for rent,1250, santa rosa,400ft2
374,Nice Studio for rent $1250,1250, richmond / point / annex,NA
375,Nice Studio for rent $1250,1250, richmond / point / annex,NA
376,Nice Studio for rent $1250,1250, richmond / point / annex,NA
377,Nice Studio for rent $1250,1250, richmond / point / annex,NA
378,Nice Studio for rent $1250,1250, richmond / point / annex,NA
379,"StudioRoom with Private Bath-Includes all utilities,CableTV & Internet",1250, san jose downtown,250ft2
380,"Ground floor, single level Condo near the Beach in Santa Cruz.",1250," 755 14th Ave APT 307 Santa Cruz, CA","2
750ft2"
381,"Flexible/Longterm Private Room + Shared Bathroom, Can Come Furnished",1250, san jose north,1
382,"Flexible/Longterm Private Room + Shared Bathroom, Can Be Furnished",1250, san jose north,"1
2500ft2"
383,Water View Garden Apt - 2 bed/1bath,1250, vallejo / benicia,2
384,Room Available,1250, san mateo,2
385,Studio for rent,1250, concord / pleasant hill / martinez,"1
150ft2"
386,"Spacious / Neat One Bedroom, One Bathroom Unit in Great Location.",1250, mission district,"1
525ft2"
387,Roommate wanted!,1250, dublin / pleasanton / livermore,"3
1100ft2"
388,"Clean, remodeled cottage studio",1250, sonoma,"1
300ft2"
389,Studio apartment in Santa Clara,1250, santa clara,475ft2
390,STUDIO Remodeled,1250, berkeley north / hills,1
391,Great Location!!$1250 / 1br - Single Br guest for rent- Available Feb1,1250, milpitas,"1
550ft2"
392,ONE BEDROOM WITH BATH,1250, visitacion valley,1
393,Hardwood flooring Two beds Two baths Single-Family Home,1250," Sonoma, CA",2
394,Studio in-law in walking distance to downtown,1250, petaluma,375ft2
395,Rincon Valley studio,1250, santa rosa,"1
320ft2"
396,Private Room in Sunset,1250, sunset / parkside,"1
225ft2"
397,Spacious Downtown Napa Studio,1250, napa county,NA
398,Hardwood flooring Two beds Two baths Single-Family Home,1250," Sonoma, CA",NA
399,Independent 1-person studio,1250, excelsior / outer mission,"1
200ft2"
400,"2BD ; 2.5BA ; $2,200 /mo ; 1,200 sq ft  Available Now",1250, santa rosa,2
401,"5151 Merano Ct , CA Neighborhood of PLEASANTON with Excellent Schools.",1250, Pleasanton,"3
987ft2"
402,Furnished One Bedroom Apartment,1250, downtown / civic / van ness,NA
403,$300.00 off!!!!! Amazing Housing and Free Money!,1251, Newark,1
404,Bedroom and office Berkeley house 1260$,1260, berkeley,1
405,"1Bdr Commuter's Dream. Section 42 Income Restriction/:""{()",1260, concord / pleasant hill / martinez,"1
650ft2"
406,Cute One Bedroom Close to the JC,1275, santa rosa,1
407,"Great Location, Downstairs, Water & Garbage Inc in Rent",1275, rohnert pk / cotati,1
408,FORESTVILLE STUDIO APT (Furnished),1275, santa rosa,1
409,Beautiful  One Bedroom Downstairs Victorian Apartment,1275, napa county,"1
415ft2"
410,LUXURY 3BEDROOM/2BATHROOM >>FOR RENT UNIT NEAR >GROCERY STORES! <!<!<!,1279, Potrero 1010Noe Valley,NA
411,"Studio, private entrance and bath, shared kitchen",1280, oakland east,"1
290ft2"
412,4030 Reinhardt Dr.,1280, oakland hills / mills,300ft2
413,2 bedroom Newly Remodeled Apartment,1280, richmond / point / annex,"2
450ft2"
414,Apartamento de 2 habitaciones recientemente remodelado,1280, richmond / point / annex,"2
450ft2"
415,3BR shared apartment with washer/dryer available; 12-month lease.>!,1281, Potrero 1010,NA
416,*FullyModern RemodeledSeeking roommates for a 3BR/2BA modern apartment,1282, %Potrero 1010%,NA
417,"3Bedroom/2Bathroom units for rent near Highway 101, @SoMa, SF#*",1282, Potrero 1010,NA
418,*****APARTMENT GROCERY STORES UP FOR RENT IN A ((3BED/2BATH)),1284, Potrero 1010,NA
419,!!!!!!IN DESIGN DISTRICT** 3BR/2BA SHARED ~APARTMENT AVAILABLE @SF!!!!,1284, ▼↓.▼Potrero↓.▼↓1010.,NA
420,"3BR/2BA shared unit for lease near Caltrain Station, SF*!",1284, Potrero 1010,NA
421,•••3BR SHARED UNIT AVAILABLE@@ACCESS TO DAGGETT PARK•••,1284, •••Potrero 1010•••,NA
422,private room lease takeover until may 2020,1285, oakland west,"1
1000ft2"
423,**SPACIOUS 3Bedroom unit! Available now at a WELL-PRICED rent!!,1285, [][][][]Fillmore___○District][][][][],NA
424,**/-NEAR A MUNI STOP! CLEAN 3BEDROOM/2BATHROOM**/UNIT UP FOR RENT,1286, Potrero 1010,NA
425,"3 BED UNIT FOR RENT NEAR CALIFORNIA COLLEGE OF ARTS, SOMA.#!",1287, Potrero 1010,NA
426,"$1290, Studio, Newly Remodeled, Private Entrance,  on El Cajon Drive",1290, san jose south,400ft2
427,Spot available for somone looking for an awesome 3 bedroom apartment!,1290, SOMA/South Beach,NA
428,"Shared apartment, with 2BR/2BA, need a housemate ASAP!",1290, Potrero,NA
429,Looking for housemates to occupy two rooms in a co-living unit,1290, Potrero,NA
430,RENT A CLEAN 3BR/2BA UNIT LOCATED NEAR THE POTRERO HILL NEIGHBOURHOOD.,1290, Potrero,NA
431,Ideal location for SJSU student share,1290, san jose downtown,"1
150ft2"
432,3Bed 2Bath unit near Interstate 280 available for lease in Design Dist,1290, Potrero,NA
433,RENT A CLEAN 3BR 2BA UNIT LOCATED NEAR THE POTRERO HILL NEIGHBOURHOOD,1290, Potrero,NA
434,3BR FLOOR PLAN UNIT UP FOR RENT EASY ACCESS TO MISSION BAY SOMA.,1290, Potrero,NA
435,"Shared 3Bed/2Bath apartment available for lease @Design District, SF!#",1290, Potrero 1010,NA
436,Rooms vacant Shared 3bed unit Near California College of the Arts!,1290, Bernal Heights,NA
437,Room up for grabs in the Design District SF 3Bed/2Bath shared unit!,1290, Bernal Heights,NA
438,Shared 3Bed 2Bath unit up for lease in the Design District SoMa,1290, Bernal Heights,NA
439,RENT A CLEAN 3BR/2BA UNIT LOCATED NEAR THE POTRERO HILL NEIGHBOURHOOD!,1290, Mission District,NA
440,SHARED 3BR APARTMENT IN A 92 WALK SCORE NEIGHBOURHOOD UP FOR RENT!,1290, Mission District,NA
441,ROOM FOR RENT 3BR UNIT ACCESS TO INTERSTATE 280 DESIGN DISTRICT!,1290, Mission District,NA
442,ROOM FOR RENT 3BR UNIT ACCESS TO INTERSTATE 280 DESIGN DISTRICT!,1290, Mission District,NA
443,Private room vacant in shared 3-bed unit near Fitness Urbano gym!,1290, Hayes Valley,NA
444,Rooms vacant Shared 3bed unit Near California College of the Arts!,1290, Potrero Hill,NA
445,1 bedroom available from 1st April @ River View Apartments San Jose,1291, san jose north,1
446,~RENT A ~3BR/2BA SHARED UNIT~NEAR CALIFORNIA COLLEGE~ OF ARTS!~,1292, ○◘•Potrero 1010◘○•,NA
447,Big Master Suite in furnished house + utilities & housekeeping,1295, fairfield / vacaville,"1
152ft2"
448,ONE bedroom APT in Security bldg.,1295, oakland east,"1
625ft2"
449,Large Studio Apartment in the Historic Railroad Depot Building,1295, healdsburg / windsor,425ft2
450,Brand New Private Studio For Rent,1295, daly city,1
451,Room with Full Bath,1295, richmond / seacliff,NA
452,"RV space with ocean views, in the forest with 20 ft storage container!",1295, watsonville,NA
453,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
454,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
455,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
456,Great STUDIO living in Livermore,1295, dublin / pleasanton / livermore,350ft2
457,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
458,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
459,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
460,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
461,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
462,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
463,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
464,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
465,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
466,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
467,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
468,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
469,"""FULLY REMODELED"" Junior Studio, 1Bath, Apt. in Downtown Oakland",1295, oakland downtown,NA
470,"Room for rent, Ready for move in!",1295, sunnyvale,1
471,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
472,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
473,"""FULLY REMODELED"" Junior Studio, 1 Bath, Apartment",1295, Downtown Oakland,NA
474,"Room for rent, all utilities and housekeeper included.",1295, sunnyvale,1
475,Room for rent!! Great location! All the extras!,1295, sunnyvale,1
476,Leasing Special - ONE MONTH FREE RENT!,1298, fairfield / vacaville,"1
525ft2"
477,Leasing Special - ONE MONTH FREE RENT!,1298, fairfield / vacaville,"1
525ft2"
478,leasing Special - ONE MONTH FREE RENT!,1298, fairfield / vacaville,"1
525ft2"
479,Leasing Special - ONE MONTH FREE RENT!,1298, fairfield / vacaville,"1
525ft2"
480,Leasing Special - ONE MONTH FREE RENT!,1298, fairfield / vacaville,"1
525ft2"
481,Leasing Special - ONE MONTH FREE RENT!*,1298, fairfield / vacaville,"1
525ft2"
482,Leasing Special - ONE MONTH FREE RENT!*,1298, fairfield / vacaville,"1
525ft2"
483,Leasing Special - ONE MONTH FREE RENT!,1298, fairfield / vacaville,"1
525ft2"
484,Leasing Special - ONE MONTH FREE RENT!,1298, fairfield / vacaville,"1
525ft2"
485,={@♦@}=SHARED 3BEDROOM/1BATHROOM APARTMENT NEAR PARKS UP FOR LEASE!={@,1299, Fillmore District,NA
486,"3BR/2BAapartment for rent; Close to Highway 101; SoMa, SF>!*",1299, Potrero 1010,NA
487,Large 1/1 conveniently located,1300, santa rosa,"1
650ft2"
488,10 A Cochrane Way,1300, petaluma,1
489,Furnished Room in 3B/2B House in Prime Location,1300, palo alto,1
490,Furnished Walnut Creek Studio by John Muir Hospital,1300, walnut creek,1
491,Private studio units walk to Cali Ave,1300, palo alto,"1
1000ft2"
492,Furnished studio for rent - Private entry,1300, san jose north,500ft2
493,姻亲一睡一浴(1bedroom/1bathroom),1300, ingleside / SFSU / CCSF,"1
280ft2"
494,Garden Cottage HMB,1300, half moon bay,"1
340ft2"
495,>>> Brand New 1 Master Bed for Rent in Downstairs Unit,1300,NA,1
496,Rare opportunity to live on the Historic Sonoma Plaza,1300, sonoma,1
497,@@@ Brand New 1Bed 1Bath in Downstairs Unit for Rent,1300, daly city,1
498,Clearlake 3 bd 2bth 1000 sq. ft. $1300,1300, lake county,"3
1000ft2"
499,Cottage for Rent,1300, san jose south,1
500,"Studio in landmark Seabright Victorian, all utilities paid! Cat OK",1300, santa cruz,275ft2
501,Cute 1 bedroom,1300, santa rosa,"1
400ft2"
502,$1300 - 1 br/0.5ba - Apartment w/closet - Month to Month,1300, mountain view,"1
800ft2"
503,"COMING SOON Small Studioish Apartment PG&E, WATER&GARBAGE INCL",1300, hayward / castro valley,NA
504,Room for rent,1300, fremont / union city / newark,1
505,$1300 /  800ft2 - 1 br/0.5ba - Apartment w/closet - Month,1300, mountain view,"1
800ft2"
506,2 Bedroom house with yard and garage,1300," hercules, pinole, san pablo, el sob",2
507,Private 1BR 1BA inlaw,1300, sunset / parkside,1
508,"Private Room in Meat Free Condo, on Lombard St!",1300, russian hill,1
509,$1300 Forest Hill – One bedroom in a Huge 5 bedroom 3 bath house,1300, west portal / forest hill,1
510,Charming studio cabin,1300, russian river,500ft2
511,Cottage/Studio in La Honda- 30 min to Palo Alto/RWC,1300, coastside/pescadero,1
512,Cottage/Studio in La Honda - 30 min to Palo Alto/RWC,1300, woodside,1
513,"Small Studioish Unit PG&E,WATER&GARBAGE INCL OPEN THURS2/28 from 6-7pm",1300, hayward / castro valley,1
514,Private studio units walk to Cali Ave,1300, palo alto,"1
1000ft2"
515,Newly updated studio walk to E cliff,1300, santa cruz,560ft2
516,Pleasanton unit available immediately,1300, dublin / pleasanton / livermore,NA
517,"-Water, garbage, and steam heat included in the rent",1300," San Francisco, CA",1
518,Furnished + many extras including house cleaning*!,1300, santa clara,1
519,Newly refinished 1BR with in-unit laundry and bay views!,1300, Vallejo,"1
605ft2"
520,Roommate for 1 bedroom in 2-2 2 story Townhouse,1300, mountain view,"1
176ft2"
521,Small studio for / inlaw for one professional Martinez $1300,1300, concord / pleasant hill / martinez,NA
522,Studio | ALL Utilities Included in Rent,1300, albany / el cerrito,NA
523,BE CAUTIOUS OF LISTINGS THAT LOOK TOO GOOD TO BE TRUE,1300, concord / pleasant hill / martinez,"3
1500ft2"
524,Great studio apartment. Open house 3/3 (Sunday) 2-4 pm,1300, vallejo / benicia,"1
450ft2"
525,1 bedroom/LivingRoom/BathR. Independent upper floor of private home,1300," hercules, pinole, san pablo, el sob","1
260ft2"
526,"Furnished Private Room 近 SFSU, UCSF,Muni L",1300, ingleside / SFSU / CCSF,NA
527,1/2 Off 1st Mo if Move In by 3/ 1 ~ Lg 2 BR~ Gated ~ New Appl/Floors,1300," 2105 Arzate Ln, Antioch, CA","2
1243ft2"
528,1/2 Off 1st Mo if Move In by 3/ 1 ~ Lg 2 BR~ Gated ~ New Appl/Floors,1300," 2105 Arzate Ln, Antioch, CA","2
1243ft2"
529,1/2 Off 1st Mo if Move In by 3/ 1 ~ Lg 2 BR~ Gated ~ New Appl/Floors,1300," 2105 Arzate Ln, Antioch, CA","2
1243ft2"
530,1bed 1bath Studio/inlaw for Rent,1300, alameda,1
531,Studio in the Hills! All Utilities Included,1300, albany / el cerrito,NA
532,Furnished bedroom with private half bath for RENT,1300, oakland hills / mills,1
533,Sublease Furnished Condo.,1300,NA,1
534,1 bedroom+LivingRoom+BathR. Independent upper floor of private home,1300," hercules, pinole, san pablo, el sob","1
260ft2"
535,BE CAUTIOUS OF LISTINGS THAT LOOK TOO GOOD TO BE TRUE,1300, concord / pleasant hill / martinez,"3
1500ft2"
536,"Furnished Private Room near SFSU, UCSF, Muni L, Bus 29",1300, sunset / parkside,NA
537,"CLEAN, QUIET one bedroom apt. in SAN LORENZO",1300, san leandro,"1
400ft2"
538,Cozy Room in Presidio Home,1304, laurel hts / presidio,4
539,Cute 1 bedroom across from Armijo High in Fairfield - Avail - 4/15/19,1309, fairfield / vacaville,"1
446ft2"
540,Rare Gem 1BED Space in San Jose,1310, san jose north,"1
712ft2"
541,"ROOM AVAILABLE- Private Room, bathroom, pools, yard, near bart",1314, dublin / pleasanton / livermore,"1
154ft2"
542,LARGE ROOM FOR RENT - ALAMEDA,1320, alameda,2
543,Spacious apartment on the Russian River  $1325.00,1325, russian river,1
544,Spacious apartment on the Russian River  $1325.00,1325, russian river,1
545,Updated efficiency Micro-Studio with Private Bathroom.,1325, downtown / civic / van ness,NA
546,CUTE 2BD/1BA APARTMENT!,1325, fairfield / vacaville,2
547,TRAILER ONE BEDROOM IN PARK VERY CLEAN QUEEN SIZE BED 1325./MO,1325, hayward / castro valley,"1
450ft2"
548,One bedroom with attached bath,1330, concord / pleasant hill / martinez,"2
971ft2"
549,March Madness Special: Move in by March and Get 1 Month FREE!,1333, oakland east,NA
550,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
551,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
552,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
553,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
554,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
555,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
556,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
557,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
558,Leasing Special - ONE MONTH FREE RENT!,1348, fairfield / vacaville,"1
525ft2"
559,"Private Clean Furnished Bedroom, near Google, all utilities included!",1350, 762 montrose ave palo alto ca 94303,"1
1200ft2"
560,Studio Appartment One Block To Bart,1350, richmond / point / annex,NA
561,$1350  Studio Apt in Richmond -near Bart,1350, richmond / point / annex,300ft2
562,ADORABLE 1BD/1BA APARTMENT!,1350, fairfield / vacaville,1
563,Room available in two bedroom apt.,1350, santa rosa,1
564,"219 Taylor Street, #C, Fairfield, CA",1350, fairfield / vacaville,"2
980ft2"
565,1 Bedroom Open in 3 Bed/1 Bath Apt; great location; available March 1,1350, oakland downtown,3
566,2BR 1BA Condo in Fairfield,1350, fairfield / vacaville,"2
805ft2"
567,Remodeled furnished master bedroom (2/24-3/16),1350, sunnyvale,"1
200ft2"
568,Very private separate unit on quiet street,1350, petaluma,"1
400ft2"
569,Large Studio-Guerneville,1350, russian river,500ft2
570,Adorable 1 Bed/1 Bath Remodeled Cottage w/ 1 Car Detached Carport!,1350, vallejo / benicia,1
571,$1350 2 bed and 1.5 bath for rent,1350, san jose east,2
572,1 bedroom/1 bath,1350, santa rosa,"1
500ft2"
573,"3BR/3BA - $1,350/mo PER ROOMS Available in Outer Sunset",1350, sunset / parkside,3
574,1 bath 1 bed,1350, Grant Ave,"1
415ft2"
